vdw,elec,bsa,desolv,fnat,dockq,caprieval_rank,Molecule name
117.286,-3.355,1272.74,-12.843,0.011,0.079,55,7mzf_H0-L0_rigid_capri_ss.tsv
62.51,-2.741,1276.0,-7.38,0.0,0.013,56,7mzf_H0-L0_rigid_capri_ss.tsv
72.865,0.8,1512.42,-16.942,0.021,0.02,57,7mzf_H0-L0_rigid_capri_ss.tsv
91.035,-2.317,1331.55,-29.314,0.011,0.033,58,7mzf_H0-L0_rigid_capri_ss.tsv
83.169,-1.12,1194.24,-11.323,0.0,0.056,59,7mzf_H0-L0_rigid_capri_ss.tsv
91.374,-2.864,1210.78,-21.958,0.011,0.021,60,7mzf_H0-L0_rigid_capri_ss.tsv
97.279,-3.899,1366.99,-19.077,0.0,0.017,61,7mzf_H0-L0_rigid_capri_ss.tsv
132.136,0.021,1411.86,-6.925,0.0,0.016,62,7mzf_H0-L0_rigid_capri_ss.tsv
107.629,-3.809,1564.34,-11.922,0.095,0.129,63,7mzf_H0-L0_rigid_capri_ss.tsv
105.172,0.057,1070.36,-24.231,0.011,0.021,64,7mzf_H0-L0_rigid_capri_ss.tsv
37.494,-4.609,1318.49,-5.304,0.021,0.017,65,7mzf_H0-L0_rigid_capri_ss.tsv
74.634,-1.8,1328.39,-12.824,0.0,0.066,66,7mzf_H0-L0_rigid_capri_ss.tsv
78.801,1.578,1297.71,-16.212,0.011,0.019,67,7mzf_H0-L0_rigid_capri_ss.tsv
62.22,-3.443,1253.17,-14.704,0.021,0.015,68,7mzf_H0-L0_rigid_capri_ss.tsv
78.43,-3.975,1333.0,-12.674,0.021,0.015,69,7mzf_H0-L0_rigid_capri_ss.tsv
80.255,-3.261,954.179,-18.877,0.0,0.014,70,7mzf_H0-L0_rigid_capri_ss.tsv
106.01,-1.612,781.156,-20.173,0.0,0.039,71,7mzf_H0-L0_rigid_capri_ss.tsv
51.986,2.114,1849.74,4.274,0.011,0.015,72,7mzf_H0-L0_rigid_capri_ss.tsv
84.863,-1.762,1042.01,-20.86,0.011,0.022,73,7mzf_H0-L0_rigid_capri_ss.tsv
61.917,-3.934,906.177,-14.736,0.0,0.014,74,7mzf_H0-L0_rigid_capri_ss.tsv
220.546,-1.422,931.614,-27.411,0.0,0.035,75,7mzf_H0-L0_rigid_capri_ss.tsv
107.061,-1.591,762.356,-19.988,0.0,0.038,76,7mzf_H0-L0_rigid_capri_ss.tsv
120.698,1.191,965.562,-20.928,0.0,0.11,77,7mzf_H0-L0_rigid_capri_ss.tsv
127.398,-5.049,1332.84,-10.587,0.0,0.01,78,7mzf_H0-L0_rigid_capri_ss.tsv
85.755,3.413,1282.52,-25.734,0.0,0.015,79,7mzf_H0-L0_rigid_capri_ss.tsv
61.669,1.682,1366.14,-2.296,0.0,0.018,80,7mzf_H0-L0_rigid_capri_ss.tsv
71.117,1.783,1376.48,-14.991,0.032,0.03,81,7mzf_H0-L0_rigid_capri_ss.tsv
92.622,-3.542,1326.58,-6.259,0.0,0.014,82,7mzf_H0-L0_rigid_capri_ss.tsv
151.868,-3.511,1347.14,-12.438,0.011,0.078,83,7mzf_H0-L0_rigid_capri_ss.tsv
146.222,-3.925,1706.91,-13.747,0.0,0.024,84,7mzf_H0-L0_rigid_capri_ss.tsv
100.308,-1.34,1031.91,-13.395,0.0,0.009,85,7mzf_H0-L0_rigid_capri_ss.tsv
100.275,-1.683,1246.84,-17.02,0.105,0.171,86,7mzf_H0-L0_rigid_capri_ss.tsv
93.338,0.562,1290.0,-4.94,0.032,0.058,87,7mzf_H0-L0_rigid_capri_ss.tsv
53.743,-1.059,1386.38,-4.984,0.011,0.042,88,7mzf_H0-L0_rigid_capri_ss.tsv
75.157,-4.165,989.366,-14.347,0.0,0.015,89,7mzf_H0-L0_rigid_capri_ss.tsv
52.407,0.772,1338.36,-0.337,0.0,0.014,90,7mzf_H0-L0_rigid_capri_ss.tsv
73.641,-2.951,974.196,-15.972,0.0,0.014,91,7mzf_H0-L0_rigid_capri_ss.tsv
65.493,-0.419,1445.62,-14.553,0.0,0.045,92,7mzf_H0-L0_rigid_capri_ss.tsv
53.017,-3.977,1344.54,-16.305,0.011,0.021,93,7mzf_H0-L0_rigid_capri_ss.tsv
72.222,-1.689,1367.23,-9.187,0.011,0.018,94,7mzf_H0-L0_rigid_capri_ss.tsv
174.166,-5.17,922.761,-24.508,0.0,0.029,95,7mzf_H0-L0_rigid_capri_ss.tsv
67.148,0.327,1414.82,-18.578,0.011,0.017,96,7mzf_H0-L0_rigid_capri_ss.tsv
116.896,-3.413,1268.93,-9.183,0.0,0.014,97,7mzf_H0-L0_rigid_capri_ss.tsv
69.998,-2.152,1359.04,-8.93,0.0,0.113,98,7mzf_H0-L0_rigid_capri_ss.tsv
85.109,2.868,1150.25,-15.096,0.116,0.067,99,7mzf_H0-L0_rigid_capri_ss.tsv
67.093,1.48,1427.96,-3.445,0.042,0.087,100,7mzf_H0-L0_rigid_capri_ss.tsv
75.582,-0.643,747.966,-18.485,0.0,0.044,101,7mzf_H0-L0_rigid_capri_ss.tsv
64.907,0.042,1024.87,-18.789,0.0,0.014,102,7mzf_H0-L0_rigid_capri_ss.tsv
82.772,-5.179,1409.85,-1.58,0.032,0.027,103,7mzf_H0-L0_rigid_capri_ss.tsv
62.765,-3.958,1387.51,-16.189,0.011,0.021,104,7mzf_H0-L0_rigid_capri_ss.tsv
109.81,-2.786,1669.59,7.536,0.063,0.116,105,7mzf_H0-L0_rigid_capri_ss.tsv
144.355,-0.919,1220.44,-21.969,0.0,0.019,106,7mzf_H0-L0_rigid_capri_ss.tsv
108.923,-2.638,1290.46,-28.639,0.011,0.032,107,7mzf_H0-L0_rigid_capri_ss.tsv
74.718,-1.521,1307.35,-9.794,0.011,0.019,108,7mzf_H0-L0_rigid_capri_ss.tsv
68.422,-2.837,993.244,-16.341,0.0,0.014,109,7mzf_H0-L0_rigid_capri_ss.tsv
73.059,-1.047,1080.98,-8.315,0.0,0.013,110,7mzf_H0-L0_rigid_capri_ss.tsv
121.961,-1.123,798.011,-21.618,0.0,0.067,111,7mzf_H0-L0_rigid_capri_ss.tsv
107.773,3.201,1444.92,-5.632,0.0,0.013,112,7mzf_H0-L0_rigid_capri_ss.tsv
114.383,0.314,1035.31,-12.255,0.0,0.024,113,7mzf_H0-L0_rigid_capri_ss.tsv
109.422,0.354,1190.17,-16.379,0.011,0.014,114,7mzf_H0-L0_rigid_capri_ss.tsv
88.127,-3.021,958.504,-16.592,0.0,0.014,115,7mzf_H0-L0_rigid_capri_ss.tsv
99.211,2.894,1452.37,-5.038,0.042,0.031,116,7mzf_H0-L0_rigid_capri_ss.tsv
60.217,-3.685,1348.4,-16.035,0.011,0.021,117,7mzf_H0-L0_rigid_capri_ss.tsv
113.895,0.344,1067.46,-24.228,0.011,0.021,118,7mzf_H0-L0_rigid_capri_ss.tsv
92.186,-3.115,1004.25,-15.38,0.0,0.014,119,7mzf_H0-L0_rigid_capri_ss.tsv
155.68,-4.27,667.887,-19.087,0.0,0.025,120,7mzf_H0-L0_rigid_capri_ss.tsv
126.283,1.053,1395.59,-3.295,0.011,0.018,121,7mzf_H0-L0_rigid_capri_ss.tsv
104.882,-2.619,1327.5,-28.855,0.011,0.033,122,7mzf_H0-L0_rigid_capri_ss.tsv
104.541,-1.571,760.705,-20.94,0.0,0.041,123,7mzf_H0-L0_rigid_capri_ss.tsv
106.098,3.151,1681.35,-3.873,0.032,0.103,124,7mzf_H0-L0_rigid_capri_ss.tsv
67.864,1.127,1026.68,-4.412,0.011,0.019,125,7mzf_H0-L0_rigid_capri_ss.tsv
131.602,-7.417,1221.29,-3.915,0.147,0.264,126,7mzf_H0-L0_rigid_capri_ss.tsv
160.916,-0.798,871.914,-11.387,0.0,0.049,127,7mzf_H0-L0_rigid_capri_ss.tsv
127.766,-1.972,964.472,-24.371,0.0,0.023,128,7mzf_H0-L0_rigid_capri_ss.tsv
109.676,-4.855,1210.24,-9.075,0.0,0.028,129,7mzf_H0-L0_rigid_capri_ss.tsv
101.894,0.088,818.877,-23.035,0.0,0.041,130,7mzf_H0-L0_rigid_capri_ss.tsv
93.647,3.445,1432.43,-13.308,0.0,0.013,131,7mzf_H0-L0_rigid_capri_ss.tsv
97.54,-2.84,964.991,-15.163,0.0,0.014,132,7mzf_H0-L0_rigid_capri_ss.tsv
50.306,1.461,1526.39,10.854,0.0,0.016,133,7mzf_H0-L0_rigid_capri_ss.tsv
92.725,2.864,1040.45,-17.813,0.0,0.014,134,7mzf_H0-L0_rigid_capri_ss.tsv
87.636,-0.163,1137.68,-23.599,0.032,0.04,135,7mzf_H0-L0_rigid_capri_ss.tsv
99.101,0.256,1011.01,-14.468,0.105,0.068,136,7mzf_H0-L0_rigid_capri_ss.tsv
76.01,-2.946,986.588,-16.789,0.0,0.014,137,7mzf_H0-L0_rigid_capri_ss.tsv
111.748,-2.445,994.495,3.377,0.0,0.018,138,7mzf_H0-L0_rigid_capri_ss.tsv
68.692,0.785,1431.5,-20.047,0.011,0.017,139,7mzf_H0-L0_rigid_capri_ss.tsv
172.584,1.409,1464.74,-20.952,0.0,0.013,140,7mzf_H0-L0_rigid_capri_ss.tsv
115.325,1.632,1410.79,-4.619,0.0,0.018,141,7mzf_H0-L0_rigid_capri_ss.tsv
115.805,-5.541,1335.67,5.292,0.021,0.031,142,7mzf_H0-L0_rigid_capri_ss.tsv
74.664,4.279,1809.37,-7.906,0.032,0.025,143,7mzf_H0-L0_rigid_capri_ss.tsv
69.708,-1.509,1234.33,4.532,0.032,0.024,144,7mzf_H0-L0_rigid_capri_ss.tsv
56.747,2.74,1866.44,5.476,0.011,0.015,145,7mzf_H0-L0_rigid_capri_ss.tsv
91.159,-1.772,1123.39,-4.979,0.0,0.01,146,7mzf_H0-L0_rigid_capri_ss.tsv
117.505,3.945,1210.43,-13.461,0.116,0.067,147,7mzf_H0-L0_rigid_capri_ss.tsv
165.91,-2.217,715.212,-20.988,0.0,0.035,148,7mzf_H0-L0_rigid_capri_ss.tsv
115.011,-1.032,1107.9,-11.64,0.011,0.021,149,7mzf_H0-L0_rigid_capri_ss.tsv
134.571,-0.436,1145.29,-12.73,0.211,0.15,150,7mzf_H0-L0_rigid_capri_ss.tsv
152.83,1.06,1416.46,-4.779,0.011,0.018,151,7mzf_H0-L0_rigid_capri_ss.tsv
178.298,-3.498,946.421,-20.085,0.0,0.022,152,7mzf_H0-L0_rigid_capri_ss.tsv
81.194,0.507,1082.6,-4.366,0.021,0.028,153,7mzf_H0-L0_rigid_capri_ss.tsv
76.505,0.868,1289.12,10.603,0.032,0.037,154,7mzf_H0-L0_rigid_capri_ss.tsv
139.423,-1.293,895.335,-15.264,0.0,0.035,155,7mzf_H0-L0_rigid_capri_ss.tsv
92.355,-3.413,1188.8,-1.33,0.0,0.031,156,7mzf_H0-L0_rigid_capri_ss.tsv
86.445,-0.757,1301.64,-2.229,0.053,0.093,157,7mzf_H0-L0_rigid_capri_ss.tsv
99.383,2.438,1118.22,-8.827,0.032,0.035,158,7mzf_H0-L0_rigid_capri_ss.tsv
103.725,-0.831,1134.45,-12.066,0.0,0.009,159,7mzf_H0-L0_rigid_capri_ss.tsv
102.708,-1.406,1167.84,-20.617,0.021,0.03,160,7mzf_H0-L0_rigid_capri_ss.tsv
93.493,-2.709,1001.06,-14.159,0.0,0.014,161,7mzf_H0-L0_rigid_capri_ss.tsv
265.786,-1.759,704.476,-18.32,0.0,0.027,162,7mzf_H0-L0_rigid_capri_ss.tsv
110.301,-2.173,1046.61,-20.692,0.011,0.022,163,7mzf_H0-L0_rigid_capri_ss.tsv
68.224,-0.432,751.743,-17.203,0.0,0.047,164,7mzf_H0-L0_rigid_capri_ss.tsv
80.949,-3.691,1104.2,0.565,0.0,0.018,165,7mzf_H0-L0_rigid_capri_ss.tsv
117.9,-0.926,1220.72,-5.589,0.032,0.032,166,7mzf_H0-L0_rigid_capri_ss.tsv
121.255,-1.579,1266.32,7.604,0.0,0.022,167,7mzf_H0-L0_rigid_capri_ss.tsv
171.761,-0.422,872.772,-16.408,0.0,0.035,168,7mzf_H0-L0_rigid_capri_ss.tsv
134.662,-1.533,937.917,-13.235,0.0,0.029,169,7mzf_H0-L0_rigid_capri_ss.tsv
107.803,-1.629,846.525,-13.269,0.0,0.026,170,7mzf_H0-L0_rigid_capri_ss.tsv
119.793,-2.202,1447.76,-10.922,0.0,0.05,171,7mzf_H0-L0_rigid_capri_ss.tsv
141.87,-2.252,713.453,-22.726,0.0,0.044,172,7mzf_H0-L0_rigid_capri_ss.tsv
128.866,-2.62,1012.24,-10.823,0.0,0.019,173,7mzf_H0-L0_rigid_capri_ss.tsv
100.305,0.356,1265.47,-2.599,0.0,0.012,174,7mzf_H0-L0_rigid_capri_ss.tsv
257.849,1.546,895.223,-12.534,0.0,0.031,175,7mzf_H0-L0_rigid_capri_ss.tsv
145.205,-3.612,1082.37,-9.993,0.021,0.029,176,7mzf_H0-L0_rigid_capri_ss.tsv
127.233,-2.653,860.807,-8.616,0.011,0.012,177,7mzf_H0-L0_rigid_capri_ss.tsv
125.303,3.374,946.922,-13.165,0.0,0.012,178,7mzf_H0-L0_rigid_capri_ss.tsv
133.436,0.431,1351.73,-2.852,0.063,0.044,179,7mzf_H0-L0_rigid_capri_ss.tsv
169.717,2.144,1082.2,-12.367,0.032,0.04,180,7mzf_H0-L0_rigid_capri_ss.tsv
123.682,-5.075,1179.04,-9.678,0.0,0.029,181,7mzf_H0-L0_rigid_capri_ss.tsv
73.314,-1.761,1179.51,11.637,0.0,0.021,182,7mzf_H0-L0_rigid_capri_ss.tsv
67.298,1.331,1453.67,15.627,0.011,0.065,183,7mzf_H0-L0_rigid_capri_ss.tsv
66.823,0.203,1561.43,6.362,0.063,0.047,184,7mzf_H0-L0_rigid_capri_ss.tsv
232.398,-0.124,845.101,-9.589,0.011,0.03,185,7mzf_H0-L0_rigid_capri_ss.tsv
120.733,0.978,1208.83,0.44,0.011,0.017,186,7mzf_H0-L0_rigid_capri_ss.tsv
104.488,1.015,1183.11,-16.416,0.0,0.026,187,7mzf_H0-L0_rigid_capri_ss.tsv
252.961,-2.443,881.576,-14.048,0.0,0.048,188,7mzf_H0-L0_rigid_capri_ss.tsv
106.772,5.264,1536.6,13.767,0.0,0.013,189,7mzf_H0-L0_rigid_capri_ss.tsv
235.852,-4.914,980.094,-13.361,0.0,0.028,190,7mzf_H0-L0_rigid_capri_ss.tsv
132.582,-1.033,968.788,-7.14,0.0,0.017,191,7mzf_H0-L0_rigid_capri_ss.tsv
135.396,-1.995,756.334,-10.848,0.0,0.019,192,7mzf_H0-L0_rigid_capri_ss.tsv
206.856,-1.137,878.437,-9.219,0.0,0.05,193,7mzf_H0-L0_rigid_capri_ss.tsv
96.404,2.964,1655.55,21.887,0.0,0.013,194,7mzf_H0-L0_rigid_capri_ss.tsv
530.952,-0.949,931.723,-17.855,0.0,0.056,195,7mzf_H0-L0_rigid_capri_ss.tsv
168.267,0.042,1320.68,13.81,0.0,0.009,196,7mzf_H0-L0_rigid_capri_ss.tsv
5.295,0.698,1678.28,-19.633,0.23,0.334,1,7mzg_H0-L0_rigid_capri_ss.tsv
43.859,-1.142,1774.93,-19.195,0.161,0.211,2,7mzg_H0-L0_rigid_capri_ss.tsv
45.666,0.267,1734.3,-16.934,0.23,0.331,3,7mzg_H0-L0_rigid_capri_ss.tsv
96.433,0.198,1461.26,-25.898,0.069,0.034,4,7mzg_H0-L0_rigid_capri_ss.tsv
210.891,-0.385,1226.67,-31.996,0.011,0.042,5,7mzg_H0-L0_rigid_capri_ss.tsv
58.845,-4.288,1924.51,-15.755,0.023,0.022,6,7mzg_H0-L0_rigid_capri_ss.tsv
59.389,2.359,1603.1,-19.709,0.161,0.291,7,7mzg_H0-L0_rigid_capri_ss.tsv
268.162,-0.815,981.606,-31.829,0.011,0.018,8,7mzg_H0-L0_rigid_capri_ss.tsv
61.336,-0.987,1601.53,-17.742,0.126,0.189,9,7mzg_H0-L0_rigid_capri_ss.tsv
240.481,-0.153,1277.59,-30.027,0.011,0.042,10,7mzg_H0-L0_rigid_capri_ss.tsv
204.331,-0.295,1268.33,-31.935,0.011,0.041,11,7mzg_H0-L0_rigid_capri_ss.tsv
73.782,-1.045,1581.75,-18.548,0.057,0.056,12,7mzg_H0-L0_rigid_capri_ss.tsv
27.896,-0.734,1673.79,-17.269,0.023,0.021,13,7mzg_H0-L0_rigid_capri_ss.tsv
97.126,-0.724,1607.05,-24.276,0.241,0.451,14,7mzg_H0-L0_rigid_capri_ss.tsv
81.865,-2.207,1530.27,-22.6,0.057,0.082,15,7mzg_H0-L0_rigid_capri_ss.tsv
71.929,-1.012,1489.74,-14.257,0.0,0.018,16,7mzg_H0-L0_rigid_capri_ss.tsv
138.656,1.718,1075.52,-29.262,0.023,0.021,17,7mzg_H0-L0_rigid_capri_ss.tsv
45.293,-0.876,1446.12,-24.234,0.046,0.053,18,7mzg_H0-L0_rigid_capri_ss.tsv
131.692,-0.066,1733.63,-16.499,0.023,0.02,19,7mzg_H0-L0_rigid_capri_ss.tsv
120.306,-2.654,979.101,-26.743,0.011,0.021,20,7mzg_H0-L0_rigid_capri_ss.tsv
64.433,-1.226,1666.26,-7.222,0.184,0.233,21,7mzg_H0-L0_rigid_capri_ss.tsv
174.869,1.802,1774.28,-24.21,0.253,0.328,22,7mzg_H0-L0_rigid_capri_ss.tsv
125.362,-1.684,1212.72,-32.161,0.0,0.03,23,7mzg_H0-L0_rigid_capri_ss.tsv
79.108,0.239,1731.62,-18.365,0.241,0.34,24,7mzg_H0-L0_rigid_capri_ss.tsv
308.702,-4.96,1077.36,-27.639,0.011,0.068,25,7mzg_H0-L0_rigid_capri_ss.tsv
56.176,-0.762,1526.35,-14.021,0.092,0.127,26,7mzg_H0-L0_rigid_capri_ss.tsv
98.421,1.495,1028.29,-32.141,0.0,0.065,27,7mzg_H0-L0_rigid_capri_ss.tsv
354.576,-4.803,1146.2,-28.065,0.011,0.065,28,7mzg_H0-L0_rigid_capri_ss.tsv
93.276,1.621,1049.37,-33.246,0.0,0.06,29,7mzg_H0-L0_rigid_capri_ss.tsv
273.526,-0.298,1278.62,-29.648,0.023,0.047,30,7mzg_H0-L0_rigid_capri_ss.tsv
36.931,0.182,1897.55,-6.745,0.126,0.165,31,7mzg_H0-L0_rigid_capri_ss.tsv
119.795,0.918,1544.13,-19.503,0.023,0.026,32,7mzg_H0-L0_rigid_capri_ss.tsv
216.691,-1.829,1085.91,-34.164,0.0,0.033,33,7mzg_H0-L0_rigid_capri_ss.tsv
153.184,-1.239,1422.0,-24.024,0.046,0.028,34,7mzg_H0-L0_rigid_capri_ss.tsv
81.855,1.458,1297.34,-21.762,0.034,0.028,35,7mzg_H0-L0_rigid_capri_ss.tsv
129.676,1.818,1041.14,-28.391,0.023,0.021,36,7mzg_H0-L0_rigid_capri_ss.tsv
60.006,1.138,1183.52,-24.406,0.0,0.033,37,7mzg_H0-L0_rigid_capri_ss.tsv
94.334,0.364,1751.01,-18.64,0.23,0.336,38,7mzg_H0-L0_rigid_capri_ss.tsv
228.302,-0.393,1222.4,-30.062,0.011,0.043,39,7mzg_H0-L0_rigid_capri_ss.tsv
88.356,-0.975,1303.68,-17.65,0.023,0.02,40,7mzg_H0-L0_rigid_capri_ss.tsv
186.01,-0.749,1329.23,-32.738,0.0,0.02,41,7mzg_H0-L0_rigid_capri_ss.tsv
272.811,-0.392,1223.16,-31.826,0.011,0.043,42,7mzg_H0-L0_rigid_capri_ss.tsv
81.279,0.698,1440.6,-21.684,0.034,0.024,43,7mzg_H0-L0_rigid_capri_ss.tsv
155.522,-1.099,1112.48,-26.58,0.0,0.032,44,7mzg_H0-L0_rigid_capri_ss.tsv
90.345,1.648,1426.22,-22.747,0.023,0.023,45,7mzg_H0-L0_rigid_capri_ss.tsv
74.365,0.441,1715.37,-18.417,0.23,0.335,46,7mzg_H0-L0_rigid_capri_ss.tsv
88.0,0.206,966.999,-26.672,0.0,0.072,47,7mzg_H0-L0_rigid_capri_ss.tsv
82.45,1.439,964.285,-27.088,0.023,0.02,48,7mzg_H0-L0_rigid_capri_ss.tsv
367.609,-4.667,1154.02,-24.605,0.011,0.065,49,7mzg_H0-L0_rigid_capri_ss.tsv
143.306,1.808,1044.57,-30.021,0.023,0.021,50,7mzg_H0-L0_rigid_capri_ss.tsv
132.199,0.057,877.522,-27.289,0.046,0.039,51,7mzg_H0-L0_rigid_capri_ss.tsv
82.376,-1.074,1364.95,-11.777,0.011,0.021,52,7mzg_H0-L0_rigid_capri_ss.tsv
304.428,1.381,1075.39,-35.288,0.023,0.021,53,7mzg_H0-L0_rigid_capri_ss.tsv
186.81,-4.225,1313.36,-23.727,0.0,0.031,54,7mzg_H0-L0_rigid_capri_ss.tsv
306.482,-4.681,1059.18,-28.926,0.011,0.07,55,7mzg_H0-L0_rigid_capri_ss.tsv
119.179,1.49,1067.2,-33.674,0.0,0.059,56,7mzg_H0-L0_rigid_capri_ss.tsv
119.1,-0.132,839.075,-27.904,0.046,0.032,57,7mzg_H0-L0_rigid_capri_ss.tsv
143.112,-2.129,979.902,-25.089,0.011,0.021,58,7mzg_H0-L0_rigid_capri_ss.tsv
81.386,1.119,1599.33,-14.894,0.046,0.111,59,7mzg_H0-L0_rigid_capri_ss.tsv
215.841,-1.69,1239.71,-27.067,0.034,0.023,60,7mzg_H0-L0_rigid_capri_ss.tsv
117.461,-2.811,1471.37,-16.014,0.034,0.027,61,7mzg_H0-L0_rigid_capri_ss.tsv
110.413,-1.817,1355.78,-18.492,0.046,0.058,62,7mzg_H0-L0_rigid_capri_ss.tsv
132.785,1.806,1080.35,-28.844,0.023,0.021,63,7mzg_H0-L0_rigid_capri_ss.tsv
97.341,-0.469,1349.95,-22.015,0.046,0.029,64,7mzg_H0-L0_rigid_capri_ss.tsv
328.527,-4.921,1107.79,-27.139,0.011,0.065,65,7mzg_H0-L0_rigid_capri_ss.tsv
144.528,1.975,1062.73,-30.069,0.023,0.021,66,7mzg_H0-L0_rigid_capri_ss.tsv
297.561,1.073,1546.36,-23.492,0.011,0.02,67,7mzg_H0-L0_rigid_capri_ss.tsv
97.025,1.155,963.654,-28.384,0.034,0.024,68,7mzg_H0-L0_rigid_capri_ss.tsv
234.007,-2.72,1129.74,-16.942,0.0,0.02,69,7mzg_H0-L0_rigid_capri_ss.tsv
95.917,-0.907,1492.13,-18.695,0.011,0.026,70,7mzg_H0-L0_rigid_capri_ss.tsv
235.85,-2.747,1133.81,-17.389,0.0,0.02,71,7mzg_H0-L0_rigid_capri_ss.tsv
220.472,-2.975,1095.85,-17.94,0.0,0.02,72,7mzg_H0-L0_rigid_capri_ss.tsv
73.733,-1.991,1063.58,-22.493,0.011,0.026,73,7mzg_H0-L0_rigid_capri_ss.tsv
151.738,-2.276,895.527,-29.339,0.0,0.022,74,7mzg_H0-L0_rigid_capri_ss.tsv
220.496,-2.902,1097.02,-18.373,0.0,0.02,75,7mzg_H0-L0_rigid_capri_ss.tsv
214.28,-2.205,1263.36,-13.095,0.046,0.036,76,7mzg_H0-L0_rigid_capri_ss.tsv
360.047,-4.535,1084.67,-28.196,0.011,0.066,77,7mzg_H0-L0_rigid_capri_ss.tsv
73.772,-1.201,1027.67,-19.063,0.011,0.027,78,7mzg_H0-L0_rigid_capri_ss.tsv
150.422,2.035,1410.2,-19.062,0.149,0.202,79,7mzg_H0-L0_rigid_capri_ss.tsv
116.575,-0.194,1697.69,-11.111,0.437,0.476,80,7mzg_H0-L0_rigid_capri_ss.tsv
79.595,-0.504,955.4,-27.133,0.0,0.071,81,7mzg_H0-L0_rigid_capri_ss.tsv
90.206,-1.495,1132.09,-3.228,0.023,0.025,82,7mzg_H0-L0_rigid_capri_ss.tsv
190.538,-1.295,1522.36,-10.276,0.0,0.031,83,7mzg_H0-L0_rigid_capri_ss.tsv
124.443,1.217,1050.35,-32.6,0.0,0.063,84,7mzg_H0-L0_rigid_capri_ss.tsv
150.314,-0.534,843.146,-29.252,0.046,0.032,85,7mzg_H0-L0_rigid_capri_ss.tsv
160.694,1.873,1051.72,-31.012,0.023,0.021,86,7mzg_H0-L0_rigid_capri_ss.tsv
48.26,-1.484,1429.7,-5.153,0.023,0.05,87,7mzg_H0-L0_rigid_capri_ss.tsv
190.028,-1.9,870.063,-27.8,0.0,0.022,88,7mzg_H0-L0_rigid_capri_ss.tsv
304.103,-0.406,1244.78,-29.6,0.023,0.047,89,7mzg_H0-L0_rigid_capri_ss.tsv
120.762,-2.464,1420.25,-14.669,0.046,0.032,90,7mzg_H0-L0_rigid_capri_ss.tsv
127.184,-3.529,1510.71,-3.998,0.057,0.037,91,7mzg_H0-L0_rigid_capri_ss.tsv
271.082,-0.321,1255.83,-31.079,0.011,0.043,92,7mzg_H0-L0_rigid_capri_ss.tsv
84.389,-0.266,993.679,-26.156,0.0,0.072,93,7mzg_H0-L0_rigid_capri_ss.tsv
101.334,-0.153,972.908,-27.379,0.0,0.072,94,7mzg_H0-L0_rigid_capri_ss.tsv
84.818,0.462,1058.13,-23.426,0.0,0.024,95,7mzg_H0-L0_rigid_capri_ss.tsv
310.76,-0.929,1028.91,-29.767,0.057,0.032,96,7mzg_H0-L0_rigid_capri_ss.tsv
85.582,1.501,1360.51,6.569,0.092,0.115,97,7mzg_H0-L0_rigid_capri_ss.tsv
169.28,0.19,1012.61,-29.527,0.011,0.024,98,7mzg_H0-L0_rigid_capri_ss.tsv
185.596,-2.015,985.048,-27.763,0.011,0.021,99,7mzg_H0-L0_rigid_capri_ss.tsv
119.542,-1.988,1338.39,-13.855,0.034,0.029,100,7mzg_H0-L0_rigid_capri_ss.tsv
119.266,-1.63,1310.7,-16.022,0.0,0.013,101,7mzg_H0-L0_rigid_capri_ss.tsv
110.014,1.647,1314.54,-21.129,0.034,0.028,102,7mzg_H0-L0_rigid_capri_ss.tsv
125.092,-0.392,819.043,-27.537,0.046,0.032,103,7mzg_H0-L0_rigid_capri_ss.tsv
95.267,0.473,1010.8,-18.775,0.0,0.028,104,7mzg_H0-L0_rigid_capri_ss.tsv
309.499,-4.421,1040.62,-28.014,0.011,0.071,105,7mzg_H0-L0_rigid_capri_ss.tsv
158.246,0.61,1205.09,-24.706,0.023,0.023,106,7mzg_H0-L0_rigid_capri_ss.tsv
140.925,1.264,986.2,-21.403,0.023,0.019,107,7mzg_H0-L0_rigid_capri_ss.tsv
97.594,-2.11,1354.69,-15.4,0.034,0.029,108,7mzg_H0-L0_rigid_capri_ss.tsv
144.538,-2.099,1264.45,-15.786,0.0,0.013,109,7mzg_H0-L0_rigid_capri_ss.tsv
76.581,-1.05,1060.18,-19.505,0.011,0.027,110,7mzg_H0-L0_rigid_capri_ss.tsv
95.24,0.733,1365.18,-21.756,0.023,0.021,111,7mzg_H0-L0_rigid_capri_ss.tsv
61.974,0.131,1092.0,-16.282,0.023,0.038,112,7mzg_H0-L0_rigid_capri_ss.tsv
99.228,-0.291,913.291,-26.318,0.0,0.072,113,7mzg_H0-L0_rigid_capri_ss.tsv
76.986,-2.507,1454.44,2.701,0.0,0.014,114,7mzg_H0-L0_rigid_capri_ss.tsv
378.92,-4.63,1149.85,-27.305,0.011,0.064,115,7mzg_H0-L0_rigid_capri_ss.tsv
73.667,-1.643,1322.07,2.213,0.0,0.045,116,7mzg_H0-L0_rigid_capri_ss.tsv
107.64,-2.303,1334.97,-16.938,0.034,0.029,117,7mzg_H0-L0_rigid_capri_ss.tsv
106.892,1.585,1324.1,-20.314,0.034,0.028,118,7mzg_H0-L0_rigid_capri_ss.tsv
366.158,-4.359,1101.06,-27.92,0.011,0.067,119,7mzg_H0-L0_rigid_capri_ss.tsv
